id,condition,emotion_used,need_used,gold_emotion,gold_need,stressor_category,vignette_text,need_description,message_generic,message_emotion_only,message_need_only,sim_generic,sim_emotion_only,sim_need_only
v065,oracle,sadness,relatedness,sadness,relatedness,student_disengagement,"My online students rarely turn on their cameras, and some days teaching feels like talking to an empty room.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","It sounds like this has felt isolating. Is there one colleague you could reach out to this week, even briefly?",0.0,0.013770975211203282,0.0
v066,oracle,sadness,relatedness,sadness,relatedness,lack_of_recognition,"I quietly stepped down from chairing the committee I built over ten years, and there was no acknowledgment at all.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","It sounds like this has felt isolating. Is there one colleague you could reach out to this week, even briefly?",0.0,0.013770975211203282,0.0
v067,oracle,sadness,relatedness,sadness,relatedness,isolation,"Since my co-author left the university, I have had no one nearby to really discuss ideas with.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","Your work seems to be going unnoticed right now, and that is worth naming. Who would you want to know about it?",0.0,0.013770975211203282,0.045983394722176184
v068,oracle,sadness,relatedness,sadness,relatedness,isolation,I sometimes wonder if anyone would notice if I stopped showing up to non-mandatory department events.,"A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","It sounds like this has felt isolating. Is there one colleague you could reach out to this week, even briefly?",0.0,0.013770975211203282,0.0
v069,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,A colleague from another department reached out just to say my workshop changed how they teach their own course.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's great that this felt like a positive experience for you.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.12581331363355444,0.1371114961497411
v070,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,Seeing my former student's name as first author on a strong publication filled me with quiet pride.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's great that this felt like a positive experience for you.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.12581331363355444,0.1371114961497411
v071,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,Our small reading group has turned into one of the most intellectually alive parts of my week.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely rewarding moment.,"That is genuinely worth celebrating, well done. What made this moment work so well, so you can look for it again?",0.0715413825323879,0.013674075402642604,0.022406606490820713
v072,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,"After months of debugging, the experiment finally worked exactly as the theory predicted, and the whole lab cheered.","A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's great that this felt like a positive experience for you.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.12581331363355444,0.1371114961497411
v073,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,"I was unexpectedly nominated by students for a teaching award, and just being nominated meant a lot.","A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely rewarding moment.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.013674075402642604,0.1371114961497411
v074,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,"Returning to the classroom after parental leave, I was surprised by how warmly my students welcomed me back.","A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely rewarding moment.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.013674075402642604,0.1371114961497411
v075,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,Watching a once-struggling student finally have that 'click' moment in office hours made the whole semester worth it.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's great that this felt like a positive experience for you.,"That is genuinely worth celebrating, well done. What made this moment work so well, so you can look for it again?",0.0715413825323879,0.12581331363355444,0.022406606490820713
